brand,product,name,specific,lightness,hex,lightToDark,numbers,id
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,light neutral warm,Shade 3,0.7607843137,#DFC7A5,TRUE,3,20
NUDESTIX,Tinted Cover Foundation,nude,3,0.7588235294,#DEB8A5,TRUE,3,21
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3,0.6352941176,#D5A06F,TRUE,3,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3,0.6843137255,#EAA573,TRUE,3,9
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,3,0.7352941176,#DCB79B,TRUE,3,54
Armani Beauty,Maestro Fusion Makeup SPF 15 Liquid Foundation,NA,3,0.7647058824,#E8C39E,TRUE,3,58
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,3,0.7117647059,#D7AC94,TRUE,3,22
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,buttercream,3,0.7960784314,#FBC79B,TRUE,3,23
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,buttercream,3,0.7823529412,#F1C79E,TRUE,3,24
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,buttercream,3,0.7921568627,#E2C4B2,TRUE,3,25
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,fairly light,3,0.6705882353,#CDA989,TRUE,3,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,fairly light,3,0.7882352941,#EDC6A5,TRUE,3,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,fairly light,3,0.6705882353,#CDA989,TRUE,3,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,fairly light,3,0.7882352941,#EDC6A5,TRUE,3,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,fairly light,3,0.8117647059,#FAD4A4,TRUE,3,30
Bobbi Brown,Skin Weightless Powder Foundation,beige,3,0.7764705882,#F0C49C,TRUE,3,1
Charlotte Tilbury,Light Wonder Foundation,fair,3,0.7745098039,#DFC0AC,TRUE,3,32
Charlotte Tilbury,Magic Foundation,neutral beige,3,0.7058823529,#D2AF96,TRUE,3,2
Clinique,Age Defense BB Cream Broad Spectrum SPF 30,NA,3,0.7117647059,#D4AD97,NA,3,NA
Clinique,Almost Powder Makeup,light,3,0.9470588235,#F3F3F0,NA,3,NA
ColourPop,Pretty Fresh Foundation,fair,03C,0.8725490196,#EBDDD2,TRUE,3,63
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,sand,N03,0.7941176471,#E5C0B0,TRUE,3,3
HOURGLASS,Veil Fluid Makeup,sand,No. 3,0.5921568627,#CC9762,TRUE,3,4
ILIA,Super Serum Skin Tint SPF 40 Foundation,balos,3,0.8019607843,#E9C8B0,TRUE,3,33
jane iredale,Beyond Matte Liquid Foundation,NA,M3,0.7019607843,#ECA77A,TRUE,3,34
KEVYN AUCOIN,Foundation Balm,light ef,3,0.7980392157,#F1CAA6,TRUE,3,35
KEVYN AUCOIN,Stripped Nude Skin Tint,NA,3,0.8098039216,#F0CAAD,TRUE,3,36
KEVYN AUCOIN,The Etherealist Foundation,light ef,3,0.7254901961,#D2B1A0,TRUE,3,37
Kosas,Tinted Face Oil Foundation,NA,3,0.768627451,#E3BFA5,TRUE,3,38
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,warm porcelain,3,0.7960784314,#E3C8B3,TRUE,3,39
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,cream beige,03C,0.6647058824,#C49A8F,TRUE,3,40
Laura Mercier,Smooth Finish Foundation Powder,NA,3,0.8098039216,#FCC7A1,TRUE,3,41
LORAC,PRO Soft Focus Longwear Foundation,NA,3,0.7803921569,#E8C3A6,TRUE,3,42
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F3,0.8254901961,#F5CEB0,TRUE,3,5
Makeup Revolution,Conceal & Hydrate Foundation,NA,F3,0.8215686275,#ECCBB7,TRUE,3,44
Makeup Revolution,Fast Base Stick Foundation,NA,F3,0.731372549,#DBBE9A,TRUE,3,45
Natasha Denona,Foundation X+,neutral,3N,0.9176470588,#F9E9DB,TRUE,3,64
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,3N,0.9039215686,#F3E6DA,TRUE,3,65
NUDESTIX,Nudies Tinted Blur Stick,light,3,0.7294117647,#E3AA91,TRUE,3,46
Ofra Cosmetics,Absolute Cover Foundation,NA,3,0.6039215686,#B5977F,TRUE,3,12
Pacifica,Alight Clean Foundation,warm deep,03WD,0.4117647059,#A55F2D,FALSE,3,47
PAT McGRATH LABS,Sublime Perfection Foundation,light,3,0.8862745098,#F7E3CD,TRUE,3,48
Physicians Formula,The Healthy Foundation SPF 20,NA,DpN3,0.2901960784,#704324,TRUE,3,49
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,pearl,3,0.8647058824,#EAD5CF,TRUE,3,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,3P,0.8431372549,#EEDAC0,TRUE,3,67
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,3,0.8117647059,#EBC7B3,TRUE,3,50
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,beechwood,3,0.7823529412,#E7C3A8,TRUE,3,51
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,cashmere,3,0.8196078431,#EDC8B5,TRUE,3,52
Smashbox,Primer + Foundation Customizable Set,NA,3,0.6352941176,#C6957E,TRUE,3,11
surratt beauty,Surreal Skin Foundation Wand,NA,3,0.7823529412,#EFC3A0,TRUE,3,53
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,3,0.7254901961,#DAB698,TRUE,3,17
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.02,0.5921568627,#C89766,TRUE,3.02,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.02,0.6803921569,#EEAD6D,TRUE,3.02,9
Smashbox,Primer + Foundation Customizable Set,NA,3.02,0.6568627451,#D59D7A,TRUE,3.02,11
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.1,0.6039215686,#CC9668,TRUE,3.1,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.1,0.6549019608,#EC9C62,TRUE,3.1,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,cool,3.1,0.7725490196,#ECC09E,TRUE,3.1,31
Smashbox,Primer + Foundation Customizable Set,NA,3.1,0.6960784314,#D3A890,TRUE,3.1,11
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.15,0.6137254902,#CE996B,TRUE,3.15,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.15,0.6392156863,#E69D60,TRUE,3.15,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,cool,3.15,0.8019607843,#F0C2A9,TRUE,3.15,31
Smashbox,Primer + Foundation Customizable Set,NA,3.15,0.6490196078,#D09A7B,TRUE,3.15,11
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.2,0.5823529412,#C59264,TRUE,3.2,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.2,0.6137254902,#E19458,TRUE,3.2,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,3.2,0.7,#E8B77D,TRUE,3.2,31
Smashbox,Primer + Foundation Customizable Set,NA,3.2,0.6823529412,#CEAA8E,TRUE,3.2,11
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,3.25,0.7549019608,#ECB795,TRUE,3.25,22
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,neutral,3.25,0.7137254902,#E4B488,TRUE,3.25,31
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,3.25,0.7098039216,#D8AE92,TRUE,3.25,17
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm/olive,3.3,0.6784313725,#E8B172,TRUE,3.3,31
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.35,0.5568627451,#C08C5C,TRUE,3.35,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.35,0.6039215686,#E29052,TRUE,3.35,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,3.35,0.6549019608,#D8A776,TRUE,3.35,31
Smashbox,Primer + Foundation Customizable Set,NA,3.35,0.6098039216,#C48E73,TRUE,3.35,11
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,3.4,0.6568627451,#D9A176,TRUE,3.4,31
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,neutral,3.45,0.6568627451,#D9A176,TRUE,3.45,31
NUDESTIX,Tinted Cover Foundation,nude,3.5,0.6941176471,#D2A890,TRUE,3.5,21
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,3.5,0.7019607843,#D2AF94,TRUE,3.5,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,3.5,0.6705882353,#D0A386,TRUE,3.5,22
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,cashew,3.5,0.768627451,#E6B9A2,TRUE,3.5,23
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,cashew,3.5,0.7078431373,#E2AD87,TRUE,3.5,24
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,cashew,3.5,0.6843137255,#D3A78A,TRUE,3.5,25
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,3.5,0.6901960784,#E2B07E,TRUE,3.5,31
Bobbi Brown,Skin Weightless Powder Foundation,warm beige,3.5,0.7137254902,#E4B688,TRUE,3.5,1
Charlotte Tilbury,Magic Foundation,warm golden-beige,3.5,0.7215686275,#D6B19A,TRUE,3.5,2
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,vanilla,N03.5,0.7647058824,#EAC39C,TRUE,3.5,3
HOURGLASS,Veil Fluid Makeup,honey,No. 3.5,0.6647058824,#D8A27B,TRUE,3.5,4
Kosas,Tinted Face Oil Foundation,NA,3.5,0.7098039216,#D8B292,TRUE,3.5,38
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F3.5,0.7450980392,#E6B896,TRUE,3.5,5
TOM FORD,Traceless Foundation Stick,ivory rose,3.5,0.837254902,#F6CDB5,TRUE,3.5,6
TOM FORD,Traceless Soft Matte Foundation,ivory rose,3.5,0.7823529412,#DCC3B3,TRUE,3.5,7
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,3.5,0.7588235294,#E8BE9B,TRUE,3.5,17
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,neutral/olive,3.55,0.6490196078,#D3A778,TRUE,3.55,31
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,3.6,0.6745098039,#E4AA74,TRUE,3.6,31
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,neutral,3.65,0.6392156863,#D29D74,TRUE,3.65,31
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm/olive,3.7,0.5921568627,#CE9160,TRUE,3.7,31
TOM FORD,Traceless Foundation Stick,champagne,3.7,0.6705882353,#DAA37C,TRUE,3.7,6
TOM FORD,Traceless Soft Matte Foundation,champagne,3.7,0.7039215686,#D2B395,TRUE,3.7,7
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,3.75,0.7294117647,#DCB098,TRUE,3.75,54
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,3.75,0.61960784310000006,#DA9762,TRUE,3.75,31
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,3.8,0.7509803922,#E3C09C,TRUE,3.8,54
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 4,0.731372549,#EAB88B,TRUE,4,18
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,medium neutral,Shade 4,0.7078431373,#D0B099,TRUE,4,19
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,medium neutral,Shade 4,0.6882352941,#C7AE98,TRUE,4,20
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,4,0.7921568627,#ECCAA8,TRUE,4,55
NUDESTIX,Tinted Cover Foundation,nude,4,0.7019607843,#D7A98F,TRUE,4,21
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4,0.5549019608,#BF8C5C,TRUE,4,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4,0.5862745098,#E48947,TRUE,4,9
Armani Beauty,Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20,NA,4,0.6862745098,#E3B07B,TRUE,4,56
Armani Beauty,Luminous Silk Compact Powder Foundation,NA,4,0.7784313725,#E4C4A9,TRUE,4,57
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,4,0.7196078431,#DBB394,TRUE,4,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,4,0.6568627451,#D29A7D,TRUE,4,22
bareMinerals,BAREPRO Longwear Powder Foundation ,aspen,4,0.8549019608,#FED9B6,TRUE,4,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,aspen,4,0.7470588235,#ECB591,TRUE,4,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,aspen,4,0.7470588235,#ECB591,TRUE,4,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,aspen,4,0.7901960784,#EDCBA6,TRUE,4,16
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,suede,4,0.7019607843,#D9A58D,TRUE,4,23
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,suede,4,0.7274509804,#E2B491,TRUE,4,24
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,suede,4,0.7352941176,#D6ADA1,TRUE,4,25
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,golden fair,4,0.7117647059,#D6B295,TRUE,4,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,golden fair,4,0.8019607843,#FACE9F,TRUE,4,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,golden fair,4,0.6941176471,#D2AF90,TRUE,4,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,golden fair,4,0.8019607843,#FACE9F,TRUE,4,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,golden fair,4,0.8333333333,#FCDAAD,TRUE,4,30
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,neutral/olive,4,0.5078431373,#AE7955,TRUE,4,31
Bobbi Brown,Skin Weightless Powder Foundation,natural,4,0.7078431373,#E4B485,TRUE,4,1
Catrice,True Skin Hydrating Foundation,neutral porcelain,4,0.6960784314,#E1AB82,TRUE,4,60
Charlotte Tilbury,Light Wonder Foundation,fair,4,0.7705882353,#E0C1A9,TRUE,4,32
Charlotte Tilbury,Magic Foundation,neutral peach,4,0.7176470588,#D3B29B,TRUE,4,2
Clinique,Almost Powder Makeup,neutral,4,0.9509803922,#F4F3F1,NA,4,NA
Clinique,Beyond Perfecting Foundation + Concealer,bone,WN 04,0.8235294118,#F1CFB3,NA,4,NA
Clinique,Beyond Perfecting Powder Foundation + Concealer,cream whip,4,0.7549019608,#E8BD99,NA,4,NA
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,bone,WN 04,0.7823529412,#F9C096,NA,4,NA
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,beige,N04,0.7078431373,#D0AE99,TRUE,4,3
HOURGLASS,Veil Fluid Makeup,beige,No. 4,0.631372549,#CD9775,TRUE,4,4
ILIA,Super Serum Skin Tint SPF 40 Foundation,formosa,4,0.7921568627,#EDC5A7,TRUE,4,33
jane iredale,Beyond Matte Liquid Foundation,NA,M4,0.7117647059,#EAAC81,TRUE,4,34
KEVYN AUCOIN,Foundation Balm,light ef,4,0.7862745098,#EFCCA2,TRUE,4,35
KEVYN AUCOIN,Stripped Nude Skin Tint,NA,4,0.8,#ECC4AC,TRUE,4,36
KEVYN AUCOIN,The Etherealist Foundation,light ef,4,0.7098039216,#D6B294,TRUE,4,37
Kosas,Tinted Face Oil Foundation,NA,4,0.6901960784,#D7AB89,TRUE,4,38
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,golden sand,04N,0.6470588235,#C69884,TRUE,4,40
Laura Mercier,Smooth Finish Foundation Powder,NA,4,0.8039215686,#FBC79F,TRUE,4,41
LORAC,PRO Soft Focus Longwear Foundation,NA,4,0.7470588235,#F2C28B,TRUE,4,42
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F4,0.8352941176,#FDCDAD,TRUE,4,5
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P4,0.8901960784,#F4E0D2,TRUE,4,10
Makeup Revolution,Conceal & Glow Foundation,NA,F4,0.8098039216,#EEC2AF,TRUE,4,43
Makeup Revolution,Conceal & Hydrate Foundation,NA,F4,0.7705882353,#DDBEAC,TRUE,4,44
Makeup Revolution,Fast Base Stick Foundation,NA,F4,0.7470588235,#DFBE9E,TRUE,4,45
Natasha Denona,Foundation X+,yellow,4Y,0.9058823529,#F4E9DA,TRUE,4,64
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,4Y,0.9392156863,#F9EFE6,TRUE,4,65
NUDESTIX,Nudies Tinted Blur Stick,medium,4,0.7176470588,#E0A48E,TRUE,4,46
Ofra Cosmetics,Absolute Cover Foundation,NA,4,0.6431372549,#C5A783,TRUE,4,12
Pacifica,Alight Clean Foundation,cool deep,04CD,0.3745098039,#985127,FALSE,4,47
PAT McGRATH LABS,Sublime Perfection Foundation,light,4,0.8980392157,#FCE0CE,TRUE,4,48
Physicians Formula,The Healthy Foundation SPF 20,NA,DpN4,0.2588235294,#673A1D,TRUE,4,49
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,light porcelain,4,0.8411764706,#EACDC3,TRUE,4,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,4N,0.8039215686,#F0D3AA,TRUE,4,67
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,light porcelain,4,0.8803921569,#F3DACE,TRUE,4,68
SEPHORA COLLECTION,Matte Perfection Powder Foundation,porcelain pink,4,0.7411764706,#D7B5A3,TRUE,4,62
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,cotton,4,0.8117647059,#EEC7B0,TRUE,4,52
Smashbox,Primer + Foundation Customizable Set,NA,4,0.61960784310000006,#CC9170,TRUE,4,11
surratt beauty,Surreal Skin Foundation Wand,NA,4,0.7274509804,#E4B68F,TRUE,4,53
TOM FORD,Traceless Foundation Stick,fawn,4,0.7607843137,#EEB296,TRUE,4,6
TOM FORD,Traceless Soft Matte Foundation,fawn,4,0.7098039216,#D3B497,TRUE,4,7
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,4,0.6941176471,#D3B28F,TRUE,4,17
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.05,0.4745098039,#A3754F,TRUE,4.05,8
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,4.05,0.4823529412,#B9773D,TRUE,4.05,31
Smashbox,Primer + Foundation Customizable Set,NA,4.05,0.5882352941,#C57F67,TRUE,4.05,11
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,cool/olive,4.1,0.4490196078,#A8723D,TRUE,4.1,31
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.15,0.4803921569,#A7724E,TRUE,4.15,8
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,4.15,0.4392156863,#A46B3C,TRUE,4.15,31
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.2,0.4156862745,#8A634A,TRUE,4.2,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.2,0.4549019608,#AA603E,TRUE,4.2,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,4.2,0.3784313725,#906131,TRUE,4.2,31
Smashbox,Primer + Foundation Customizable Set,NA,4.2,0.5352941176,#AD7A64,TRUE,4.2,11
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.25,0.4196078431,#956841,TRUE,4.25,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.25,0.3980392157,#9D532E,TRUE,4.25,9
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,4.25,0.7764705882,#E6C0A6,TRUE,4.25,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,4.25,0.7509803922,#EBB194,TRUE,4.25,22
Ofra Cosmetics,Absolute Cover Foundation,NA,4.25,0.6568627451,#C9AC86,TRUE,4.25,12
Smashbox,Primer + Foundation Customizable Set,NA,4.25,0.4176470588,#935542,TRUE,4.25,11
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.3,0.4078431373,#8A6446,TRUE,4.3,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.3,0.3529411765,#89452B,TRUE,4.3,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,4.3,0.4235294118,#A06C38,TRUE,4.3,31
Smashbox,Primer + Foundation Customizable Set,NA,4.3,0.4901960784,#A56755,TRUE,4.3,11
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.35,0.4019607843,#865E47,TRUE,4.35,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.35,0.3392156863,#7F402E,TRUE,4.35,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,4.35,0.3725490196,#905A2E,TRUE,4.35,31
Smashbox,Primer + Foundation Customizable Set,NA,4.35,0.4215686275,#905447,TRUE,4.35,11
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.4,0.3725490196,#7C5442,TRUE,4.4,8
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,neutral,4.4,0.2843137255,#73491E,TRUE,4.4,31
Smashbox,Primer + Foundation Customizable Set,NA,4.4,0.5039215686,#9D6D64,TRUE,4.4,11
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,neutral,4.45,0.2352941176,#6B3E0D,TRUE,4.45,31
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.5,0.3607843137,#745744,TRUE,4.5,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.5,0.2960784314,#693B2E,TRUE,4.5,9
Armani Beauty,Luminous Silk Compact Powder Foundation,NA,4.5,0.7352941176,#DAB59D,TRUE,4.5,57
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,4.5,0.7,#D7B08E,TRUE,4.5,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,4.5,0.6745098039,#D5A783,TRUE,4.5,22
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,wheat,4.5,0.6882352941,#DAA585,TRUE,4.5,23
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,wheat,4.5,0.7058823529,#DDAF8B,TRUE,4.5,24
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,wheat,4.5,0.6764705882,#D3A886,TRUE,4.5,25
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,warm,4.5,0.2764705882,#723C1B,TRUE,4.5,31
Bobbi Brown,Skin Weightless Powder Foundation,warm natural,4.5,0.6745098039,#DEA77A,TRUE,4.5,1
Charlotte Tilbury,Light Wonder Foundation,NA,4.5,0.7549019608,#E1BFA0,TRUE,4.5,32
Charlotte Tilbury,Magic Foundation,golden yellow,4.5,0.7254901961,#D6B19C,TRUE,4.5,2
KEVYN AUCOIN,Foundation Balm,light ef,4.5,0.762745098,#ECC299,TRUE,4.5,35
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F4.5,0.6803921569,#DCA67F,TRUE,4.5,5
Smashbox,Primer + Foundation Customizable Set,NA,4.5,0.4274509804,#8F554B,TRUE,4.5,11
TOM FORD,Traceless Foundation Stick,ivory,4.5,0.7058823529,#E49F84,TRUE,4.5,6
TOM FORD,Traceless Soft Matte Foundation,ivory,4.5,0.7862745098,#E1CAB0,TRUE,4.5,7
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,4.5,0.6725490196,#D0A487,TRUE,4.5,17
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,cool,4.55,0.2764705882,#6F3A1E,TRUE,4.55,31
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.6,0.3647058824,#765644,TRUE,4.6,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.6,0.2843137255,#65362C,TRUE,4.6,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,neutral,4.6,0.2039215686,#532E15,TRUE,4.6,31
Smashbox,Primer + Foundation Customizable Set,NA,4.6,0.4137254902,#8F4E44,TRUE,4.6,11
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.7,0.3254901961,#6A4C3C,TRUE,4.7,8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.7,0.2705882353,#5E372C,TRUE,4.7,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,cool,4.7,0.1980392157,#542911,TRUE,4.7,31
Smashbox,Primer + Foundation Customizable Set,NA,4.7,0.4196078431,#904D46,TRUE,4.7,11
TOM FORD,Traceless Foundation Stick,cool beige,4.7,0.7960784314,#F3C6A3,TRUE,4.7,6
TOM FORD,Traceless Soft Matte Foundation,cool beige,4.7,0.7137254902,#D1B49B,TRUE,4.7,7
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,4.75,0.6588235294,#D3A07D,TRUE,4.75,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,4.75,0.7411764706,#E4AD96,TRUE,4.75,22
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,neutral,4.75,0.1549019608,#3A2115,TRUE,4.75,31
Ofra Cosmetics,Absolute Cover Foundation,NA,4.75,0.5705882353,#B19172,TRUE,4.75,12
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 5,0.6843137255,#DEAF7F,TRUE,5,18
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,shade   medium neutral warm,5,0.7137254902,#DCB590,TRUE,5,19
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,shade   medium neutral warm,5,0.6980392157,#DAB48A,TRUE,5,20
NUDESTIX,Tinted Cover Foundation,nude,5,0.668627451,#D69F7F,TRUE,5,21
Armani Beauty,Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20,NA,5,0.6588235294,#DAAB76,TRUE,5,56
Armani Beauty,Luminous Silk Compact Powder Foundation,NA,5,0.737254902,#D9B19F,TRUE,5,57
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,5,0.6431372549,#C9A07F,TRUE,5,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,5,0.6745098039,#D29F86,TRUE,5,22
bareMinerals,BAREPRO Longwear Powder Foundation ,sateen,5,0.8254901961,#F6D1AF,TRUE,5,13
